ID_Venda,ID_Cliente,ID_Produto,Data,Quantidade,Canal,Valor_Total
3737,358,88,2023-07-20,1,Online,247.13
3738,380,97,2022-06-13,3,Online,14637.54
3739,908,14,2022-12-05,4,Loja Física,11903.96
3740,871,99,2023-07-28,3,Online,12832.44
3741,658,34,2023-03-13,4,Loja Física,1445.64
3742,450,17,2024-09-08,1,Online,3807.98
3743,586,21,2023-04-19,1,Loja Física,1221.49
3744,463,96,2022-08-26,1,Online,428.38
3745,990,67,2024-03-27,2,Online,2914.72
3746,108,58,2023-02-19,1,Loja Física,3528.23
3747,122,79,2023-10-07,3,Online,9987.96
3748,17,8,2022-07-08,4,Loja Física,1163.2
3749,196,96,2022-07-10,3,Online,1285.14
3750,327,38,2023-10-18,2,Online,3856.6
3751,318,26,2023-11-05,3,Online,8056.86
3752,809,64,2023-03-19,4,Online,8277.0
3753,479,30,2023-02-10,4,Online,13130.36
3754,252,9,2022-01-30,1,Loja Física,4201.89
3755,503,32,2024-01-26,2,Loja Física,7207.98
3756,999,11,2023-09-21,2,Loja Física,5721.28
3757,119,86,2024-06-23,3,Online,12098.82
3758,674,34,2022-07-22,1,Loja Física,361.41
3759,710,18,2023-04-06,1,Loja Física,2267.24
3760,498,19,2023-08-30,1,Online,3566.25
3761,486,54,2023-03-16,4,Online,3726.68
3762,45,82,2023-02-03,2,Online,8883.72
3763,314,37,2022-01-05,3,Loja Física,10259.7
3764,179,82,2023-12-23,3,Loja Física,13325.58
3765,894,12,2022-08-08,3,Online,9481.83
3766,418,4,2022-07-30,1,Loja Física,170.47
3767,556,43,2022-10-13,2,Loja Física,7031.94
3768,783,27,2024-02-10,2,Loja Física,2274.04
3769,78,51,2023-12-22,4,Loja Física,9321.36
3770,326,5,2024-04-08,4,Online,15381.32
3771,690,6,2024-03-26,4,Online,12625.36
3772,357,77,2022-03-06,3,Online,13250.31
3773,416,87,2023-08-15,3,Loja Física,14959.41
3774,963,56,2022-04-15,2,Online,7835.2
3775,515,89,2024-03-29,4,Online,17988.36
3776,214,68,2024-06-11,3,Loja Física,13843.23
3777,854,96,2023-07-04,4,Online,1713.52
3778,74,44,2022-07-11,4,Loja Física,13113.32
3779,563,15,2023-01-10,2,Online,5893.32
3780,579,90,2022-11-30,2,Loja Física,6301.78
3781,509,42,2022-07-21,3,Online,10455.99
3782,332,11,2023-04-14,2,Online,5721.28
3783,93,73,2022-04-27,4,Online,1022.16
3784,688,11,2022-09-26,2,Loja Física,5721.28
3785,657,66,2023-11-18,4,Loja Física,11623.12
3786,519,27,2024-06-02,4,Online,4548.08
3787,269,58,2023-05-17,3,Loja Física,10584.69
3788,376,90,2023-06-25,3,Loja Física,9452.67
3789,834,72,2024-09-16,3,Loja Física,1064.25
3790,4,21,2023-10-17,4,Online,4885.96
3791,138,21,2022-11-17,2,Online,2442.98
3792,231,72,2023-09-04,3,Online,1064.25
3793,600,1,2023-02-02,3,Loja Física,4897.83
3794,529,58,2023-09-18,2,Online,7056.46
3795,52,13,2023-02-06,2,Online,8671.44
3796,646,73,2023-08-25,3,Online,766.62
3797,723,92,2022-04-27,4,Online,9514.2
3798,325,6,2022-12-23,4,Online,12625.36
3799,992,87,2022-12-27,3,Online,14959.41
3800,970,58,2024-05-15,2,Loja Física,7056.46
3801,905,17,2023-04-14,4,Online,15231.92
3802,731,73,2023-09-25,2,Online,511.08
3803,717,12,2022-06-26,1,Online,3160.61
3804,723,86,2024-04-13,2,Loja Física,8065.88
3805,277,52,2023-11-21,2,Online,6744.06
3806,536,76,2023-12-24,1,Loja Física,3073.55
3807,486,70,2024-03-30,4,Loja Física,12019.68
3808,516,73,2022-11-01,4,Loja Física,1022.16
3809,152,52,2024-07-29,4,Online,13488.12
3810,955,37,2023-09-22,3,Loja Física,10259.7
3811,483,3,2023-08-28,1,Online,1236.89
3812,259,98,2022-03-28,2,Online,8206.34
3813,324,8,2023-11-20,1,Loja Física,290.8
3814,869,10,2022-05-18,1,Loja Física,3135.68
3815,168,47,2022-11-17,1,Online,3216.11
3816,688,41,2022-05-01,1,Online,2551.76
3817,310,64,2022-09-02,1,Loja Física,2069.25
3818,803,42,2022-11-09,1,Online,3485.33
3819,479,43,2022-04-30,3,Online,10547.91
3820,56,9,2022-07-07,1,Loja Física,4201.89
3821,620,14,2023-01-18,1,Online,2975.99
3822,473,91,2023-12-12,4,Online,19478.28
3823,296,96,2022-05-25,1,Online,428.38
3824,461,4,2023-06-08,1,Online,170.47
3825,324,2,2023-02-02,4,Loja Física,13225.12
3826,814,97,2023-03-05,4,Online,19516.72
3827,846,85,2023-09-03,4,Loja Física,6015.8
3828,141,1,2022-05-22,2,Loja Física,3265.22
3829,667,75,2023-08-12,1,Online,514.37
3830,262,65,2023-01-28,1,Online,853.09
3831,785,46,2023-03-10,1,Online,865.41
3832,420,59,2022-07-10,4,Online,16827.84
3833,744,75,2023-05-14,3,Loja Física,1543.11
3834,241,7,2023-10-13,1,Online,3835.28
3835,355,66,2023-07-05,4,Loja Física,11623.12
3836,849,15,2023-12-12,4,Online,11786.64
3837,770,72,2024-07-30,4,Online,1419.0
3838,761,47,2023-10-23,2,Loja Física,6432.22
3839,589,90,2024-08-11,4,Loja Física,12603.56
3840,180,40,2022-06-27,3,Loja Física,2760.15
3841,66,42,2023-07-23,2,Loja Física,6970.66
3842,820,51,2022-06-20,4,Loja Física,9321.36
3843,348,35,2023-05-17,3,Online,6985.05
3844,171,41,2022-10-23,3,Loja Física,76552.8
3845,474,85,2022-05-24,1,Loja Física,1503.95
3846,534,57,2022-07-11,4,Online,12350.08
3847,367,38,2022-11-19,4,Online,7713.2
3848,107,72,2024-05-12,1,Loja Física,354.75
3849,439,96,2023-04-07,3,Online,1285.14
3850,835,8,2023-09-27,4,Online,1163.2
3851,227,74,2022-02-24,1,Online,2174.34
3852,444,63,2024-06-05,1,Online,2493.63
3853,442,87,2023-01-03,3,Online,14959.41
3854,396,4,2024-09-01,3,Online,511.41
3855,728,48,2022-01-10,4,Loja Física,12146.32
3856,581,52,2023-05-12,4,Loja Física,13488.12
3857,84,38,2022-05-20,2,Online,3856.6
3858,615,94,2022-07-19,3,Loja Física,1217.19
3859,551,87,2024-04-14,2,Loja Física,9972.94
3860,13,5,2023-01-29,2,Online,7690.66
3861,809,85,2024-09-13,1,Online,1503.95
3862,825,70,2023-07-30,1,Online,3004.92
3863,693,81,2023-06-02,4,Online,17314.72
3864,493,89,2023-10-31,3,Loja Física,13491.27
3865,268,24,2023-05-22,3,Online,13958.34
3866,525,86,2023-02-23,2,Loja Física,8065.88
3867,120,77,2023-12-03,2,Online,8833.54
3868,970,17,2023-05-19,4,Loja Física,15231.92
3869,353,78,2023-03-02,1,Online,4426.28
3870,57,98,2023-12-29,3,Online,12309.51
3871,40,90,2024-05-10,3,Online,9452.67
3872,886,83,2023-03-31,3,Online,3190.8
3873,336,26,2023-05-16,3,Loja Física,8056.86
3874,640,3,2022-06-21,1,Online,1236.89
3875,173,2,2022-03-26,4,Loja Física,13225.12
3876,547,92,2023-08-02,4,Loja Física,9514.2
3877,259,2,2022-02-01,1,Online,3306.28
3878,888,22,2024-03-25,4,Online,12098.28
3879,517,71,2024-02-19,4,Loja Física,7356.52
3880,730,4,2022-08-14,2,Online,340.94
3881,523,38,2022-10-27,1,Loja Física,1928.3
3882,894,84,2022-02-03,4,Online,14853.56
3883,839,70,2022-10-09,2,Online,6009.84
3884,117,73,2022-08-19,1,Online,255.54
3885,184,52,2023-07-05,1,Loja Física,3372.03
3886,906,31,2022-10-23,3,Online,12124.89
3887,874,26,2022-06-22,2,Loja Física,5371.24
3888,116,36,2024-03-10,2,Online,6812.9
3889,162,26,2023-04-14,2,Loja Física,5371.24
3890,579,28,2023-08-03,1,Online,4978.59
3891,712,5,2024-01-31,3,Loja Física,11535.99
3892,543,74,2024-03-02,1,Online,2174.34
3893,587,18,2024-02-24,4,Loja Física,9068.96
3894,237,15,2023-05-23,4,Loja Física,11786.64
3895,839,57,2023-07-17,4,Loja Física,12350.08
3896,66,97,2023-06-08,3,Loja Física,14637.54
3897,70,5,2022-04-26,1,Loja Física,3845.33
3898,809,37,2023-08-10,2,Loja Física,6839.8
3899,447,86,2022-04-27,4,Online,16131.76
3900,416,86,2022-10-02,4,Online,16131.76
3901,532,22,2024-03-04,1,Online,3024.57
3902,441,52,2023-07-11,2,Loja Física,6744.06
3903,738,15,2024-04-23,3,Online,8839.98
3904,946,17,2023-01-11,4,Loja Física,15231.92
3905,464,51,2023-07-10,4,Loja Física,9321.36
3906,921,45,2024-04-22,4,Online,5795.64
3907,396,63,2024-02-14,2,Online,4987.26
3908,711,28,2022-02-12,4,Online,19914.36
3909,551,59,2024-02-18,2,Loja Física,8413.92
3910,657,86,2024-01-07,4,Online,16131.76
3911,557,21,2023-03-28,4,Loja Física,4885.96
3912,395,42,2023-07-14,2,Loja Física,6970.66
3913,326,81,2022-08-12,2,Loja Física,8657.36
3914,893,69,2023-03-12,3,Online,8872.89
3915,919,82,2022-04-15,1,Online,4441.86
3916,91,17,2024-01-24,4,Online,15231.92
3917,750,68,2024-04-29,4,Online,18457.64
3918,70,7,2023-11-01,1,Loja Física,3835.28
3919,166,89,2024-02-09,1,Loja Física,4497.09
3920,642,40,2022-09-11,1,Loja Física,920.05
3921,214,40,2022-11-01,4,Loja Física,3680.2
3922,852,43,2024-06-14,4,Online,14063.88
3923,601,73,2022-02-03,4,Online,1022.16
3924,335,83,2023-04-06,2,Loja Física,2127.2
3925,764,51,2022-09-27,3,Online,6991.02
3926,369,73,2022-12-23,3,Loja Física,766.62
3927,861,23,2024-06-01,1,Loja Física,4648.09
3928,584,95,2024-04-16,1,Online,1742.87
3929,677,32,2022-03-31,4,Loja Física,14415.96
3930,49,31,2023-03-26,3,Online,12124.89
3931,52,17,2024-06-05,3,Online,11423.94
3932,289,58,2022-05-01,2,Loja Física,7056.46
3933,790,86,2024-03-05,4,Online,16131.76
3934,626,35,2024-04-11,4,Online,9313.4
3935,239,30,2022-08-31,3,Loja Física,9847.77
3936,133,64,2022-08-03,3,Online,6207.75
3937,999,53,2024-04-10,2,Online,8406.2
3938,786,51,2024-01-26,2,Online,4660.68
3939,166,37,2023-08-26,4,Online,13679.6
3940,374,90,2023-12-07,2,Online,6301.78
3941,373,6,2022-12-26,3,Online,94690.20000000001
3942,805,34,2024-05-31,4,Loja Física,1445.64
3943,478,56,2023-12-29,3,Online,11752.8
3944,755,96,2023-09-17,4,Loja Física,1713.52
3945,479,25,2023-10-10,4,Loja Física,7101.36
3946,832,13,2023-03-15,3,Loja Física,13007.16
3947,650,63,2022-06-19,4,Loja Física,9974.52
3948,591,66,2023-09-23,4,Loja Física,11623.12
3949,682,5,2022-05-23,2,Loja Física,7690.66
3950,635,75,2024-03-14,3,Online,1543.11
3951,688,11,2022-07-31,3,Online,8581.92
3952,300,88,2024-04-13,2,Loja Física,494.26
3953,82,78,2022-07-31,4,Loja Física,17705.12
3954,87,94,2024-04-04,1,Loja Física,405.73
3955,225,44,2022-03-02,1,Online,3278.33
3956,16,99,2023-08-07,3,Online,12832.44
3957,822,85,2022-12-26,2,Loja Física,3007.9
3958,358,69,2023-06-30,4,Loja Física,11830.52
3959,163,2,2022-10-15,2,Loja Física,6612.56
3960,610,40,2023-09-04,4,Loja Física,3680.2
3961,668,37,2023-07-06,3,Loja Física,10259.7
3962,514,49,2022-06-22,3,Loja Física,2936.52
3963,350,98,2022-11-28,1,Online,4103.17
3964,909,75,2023-12-22,2,Online,1028.74
3965,681,36,2022-10-27,3,Online,10219.35
3966,464,75,2022-10-24,2,Loja Física,1028.74
3967,827,73,2023-08-10,3,Online,766.62
3968,837,70,2022-10-01,4,Online,12019.68
3969,375,34,2024-09-02,4,Loja Física,1445.64
3970,92,58,2024-05-28,1,Loja Física,3528.23
3971,181,37,2023-06-11,3,Loja Física,10259.7
3972,743,96,2024-07-10,1,Loja Física,428.38
3973,301,60,2023-11-27,1,Loja Física,4033.77
3974,660,12,2024-04-14,3,Online,9481.83
3975,792,32,2022-04-08,3,Online,10811.97
3976,189,81,2022-05-19,4,Loja Física,17314.72
3977,859,4,2024-09-12,1,Loja Física,170.47
3978,862,33,2024-02-08,4,Online,12025.92
3979,314,43,2024-03-15,2,Online,7031.94
3980,493,9,2023-02-26,2,Online,8403.78
3981,923,98,2024-07-29,1,Loja Física,4103.17
3982,922,51,2022-03-02,1,Loja Física,2330.34
3983,128,94,2022-10-11,3,Loja Física,1217.19
3984,519,20,2024-06-06,3,Loja Física,6021.69
3985,426,39,2023-11-03,1,Online,4714.29
3986,559,23,2022-05-10,1,Online,4648.09
3987,565,41,2023-12-20,2,Loja Física,5103.52
3988,187,44,2024-06-05,4,Online,13113.32
3989,550,35,2022-05-16,2,Loja Física,4656.7
3990,453,23,2022-09-13,2,Online,9296.18
3991,471,58,2022-05-30,4,Loja Física,14112.92
3992,988,48,2023-12-30,1,Loja Física,3036.58
3993,738,87,2022-11-26,1,Online,4986.47
3994,565,58,2024-04-28,2,Online,7056.46
3995,911,57,2022-09-11,2,Online,6175.04
3996,224,87,2024-02-19,4,Online,19945.88
3997,154,39,2024-05-13,3,Online,14142.87
3998,560,28,2023-11-24,3,Loja Física,14935.77
3999,351,64,2023-02-07,1,Loja Física,2069.25
4000,147,62,2023-05-17,3,Loja Física,8178.24
4001,905,83,2022-05-26,1,Online,1063.6
4002,576,62,2023-08-15,1,Loja Física,2726.08
4003,349,94,2023-10-10,1,Online,405.73
4004,182,85,2022-10-03,4,Online,6015.8
4005,637,88,2023-10-05,2,Online,494.26
4006,179,85,2023-03-01,3,Loja Física,4511.85
4007,39,26,2023-01-20,4,Loja Física,10742.48
4008,772,51,2023-04-08,3,Online,6991.02
4009,894,50,2022-03-19,4,Loja Física,14220.72
4010,3,36,2023-10-11,3,Loja Física,10219.35
4011,64,26,2024-03-24,3,Online,8056.86
4012,29,33,2024-06-20,2,Online,6012.96
4013,372,68,2024-02-27,3,Loja Física,13843.23
4014,523,73,2022-04-06,4,Loja Física,1022.16
4015,97,8,2023-02-17,3,Online,872.4
4016,870,66,2023-06-12,2,Loja Física,5811.56
4017,442,93,2024-02-07,3,Loja Física,12756.6
4018,203,23,2022-10-12,4,Loja Física,18592.36
4019,411,70,2023-12-13,3,Online,9014.76
4020,993,55,2024-08-16,2,Online,387.62
4021,21,43,2024-06-17,2,Online,7031.94
4022,551,21,2023-01-13,2,Loja Física,2442.98
4023,735,22,2023-04-11,2,Online,6049.14
4024,102,9,2024-08-31,1,Online,4201.89
4025,46,34,2023-05-15,2,Loja Física,722.82
4026,66,59,2022-12-02,3,Loja Física,12620.88
4027,603,26,2023-08-19,3,Loja Física,8056.86
4028,164,1,2022-01-03,3,Loja Física,4897.83
4029,971,5,2024-06-08,3,Online,11535.99
4030,111,41,2024-03-03,1,Online,2551.76
4031,338,63,2024-05-17,1,Loja Física,2493.63
4032,123,22,2024-01-21,1,Online,3024.57
4033,705,68,2022-04-06,3,Online,13843.23
4034,447,48,2024-01-19,4,Loja Física,12146.32
4035,611,66,2024-09-22,4,Loja Física,11623.12
4036,291,16,2023-04-15,3,Loja Física,14862.99
4037,671,80,2023-10-13,2,Online,2270.08
4038,412,53,2023-11-12,2,Online,8406.2
4039,615,86,2023-12-16,3,Online,12098.82
4040,897,65,2023-01-02,2,Online,1706.18
4041,281,79,2024-05-20,2,Online,6658.64
4042,43,64,2022-03-06,4,Online,8277.0
4043,486,88,2024-03-25,3,Loja Física,741.39
4044,596,68,2023-07-02,1,Loja Física,4614.41
4045,963,63,2023-02-12,4,Loja Física,9974.52
4046,703,62,2022-08-12,3,Loja Física,8178.24
4047,51,82,2024-09-18,3,Online,13325.58
4048,898,81,2023-03-16,4,Loja Física,17314.72
4049,210,71,2024-04-24,2,Loja Física,3678.26
4050,126,45,2022-08-05,2,Loja Física,2897.82
4051,492,52,2023-05-22,4,Loja Física,13488.12
4052,509,74,2022-10-02,3,Online,6523.02
4053,960,65,2022-11-27,1,Online,853.09
4054,970,2,2024-04-28,3,Online,9918.84
4055,581,49,2022-10-18,1,Loja Física,978.84
4056,777,22,2022-12-12,1,Loja Física,3024.57
4057,258,96,2023-07-15,3,Online,1285.14
4058,930,29,2023-08-15,3,Loja Física,14722.44
4059,188,35,2022-05-14,3,Loja Física,6985.05
4060,230,81,2023-08-03,1,Online,4328.68
4061,189,76,2024-05-22,2,Loja Física,6147.1
4062,415,24,2023-05-12,1,Loja Física,4652.78
4063,10,94,2024-03-18,1,Loja Física,405.73
4064,114,30,2022-12-18,1,Loja Física,3282.59
4065,76,84,2024-07-04,4,Loja Física,14853.56
4066,676,42,2023-11-30,2,Loja Física,6970.66
4067,502,71,2024-02-20,1,Loja Física,1839.13
4068,85,50,2022-02-19,1,Loja Física,3555.18
4069,49,71,2022-02-17,4,Loja Física,7356.52
4070,495,60,2022-04-12,1,Loja Física,4033.77
4071,838,30,2023-10-04,2,Online,6565.18
4072,689,12,2024-03-13,1,Online,3160.61
4073,387,49,2024-05-06,2,Online,1957.68
4074,970,95,2023-04-16,2,Online,3485.74
4075,389,82,2022-01-17,3,Loja Física,13325.58
4076,218,46,2022-05-08,4,Online,3461.64
4077,701,43,2024-08-09,4,Online,14063.88
4078,981,2,2024-05-28,4,Online,13225.12
4079,346,97,2022-06-11,3,Online,14637.54
4080,230,75,2023-03-28,3,Online,1543.11
4081,255,98,2023-04-13,2,Loja Física,8206.34
4082,236,80,2022-01-01,4,Online,4540.16
4083,26,54,2024-09-08,3,Loja Física,2795.01
4084,584,35,2023-03-15,3,Loja Física,6985.05
4085,261,52,2022-07-27,3,Loja Física,10116.09
4086,766,33,2023-12-07,2,Loja Física,6012.96
4087,271,85,2024-07-20,1,Online,1503.95
4088,123,84,2022-05-16,3,Loja Física,11140.17
4089,656,72,2024-06-22,3,Loja Física,1064.25
4090,257,51,2023-10-28,3,Loja Física,6991.02
4091,656,26,2022-11-06,4,Online,10742.48
4092,421,97,2022-06-12,4,Loja Física,19516.72
4093,259,62,2024-06-14,3,Online,8178.24
4094,948,61,2024-08-13,2,Online,9617.02
4095,47,26,2024-06-16,1,Loja Física,2685.62
4096,863,37,2022-10-08,4,Loja Física,13679.6
4097,525,30,2022-04-06,1,Loja Física,3282.59
4098,888,95,2023-11-02,3,Loja Física,5228.61
4099,208,97,2023-01-05,4,Online,19516.72
4100,311,11,2022-09-14,1,Loja Física,2860.64
4101,747,53,2022-03-26,3,Online,12609.3
4102,149,41,2023-01-16,4,Online,10207.04
4103,834,5,2023-11-12,3,Online,11535.99
4104,438,66,2024-07-14,4,Online,11623.12
4105,155,13,2023-10-27,1,Loja Física,4335.72
4106,678,63,2022-06-19,1,Online,2493.63
4107,90,82,2022-02-23,4,Online,17767.44
4108,698,90,2023-02-10,2,Loja Física,6301.78
4109,830,25,2023-10-03,3,Loja Física,5326.02
4110,358,44,2022-11-09,1,Loja Física,3278.33
4111,174,14,2024-01-14,2,Loja Física,5951.98
4112,217,69,2023-12-18,4,Online,11830.52
4113,907,59,2024-02-13,1,Online,4206.96
4114,456,56,2022-08-28,1,Online,3917.6
4115,776,52,2023-03-16,3,Online,10116.09
4116,609,66,2023-11-03,2,Online,5811.56
4117,629,68,2022-04-04,3,Online,13843.23
4118,199,12,2023-12-22,4,Loja Física,12642.44
4119,832,75,2022-04-08,1,Loja Física,514.37
4120,486,68,2022-01-02,2,Online,9228.82
4121,533,43,2022-08-07,3,Online,10547.91
4122,200,73,2023-05-04,2,Online,511.08
4123,371,74,2022-03-21,4,Online,8697.36
4124,959,91,2022-05-16,1,Online,4869.57
4125,853,6,2023-08-31,2,Loja Física,6312.68
4126,448,15,2022-08-20,4,Loja Física,11786.64
4127,248,42,2023-06-16,4,Loja Física,13941.32
4128,788,31,2023-11-28,1,Online,4041.63
4129,264,86,2023-04-01,3,Online,12098.82
4130,58,53,2022-01-10,1,Loja Física,4203.1
4131,302,6,2022-01-09,1,Online,3156.34
4132,31,33,2023-12-14,2,Online,6012.96
4133,498,29,2022-12-18,2,Online,9814.96
4134,249,21,2024-04-16,3,Online,3664.47
4135,605,54,2022-05-04,4,Loja Física,3726.68
4136,777,56,2024-05-30,2,Online,7835.2
4137,271,94,2023-03-09,3,Loja Física,1217.19
4138,606,21,2023-12-12,1,Online,1221.49
4139,666,55,2022-05-16,4,Loja Física,775.24
4140,394,58,2023-05-05,1,Loja Física,3528.23
4141,797,64,2022-03-14,4,Online,8277.0
4142,502,86,2022-08-23,2,Loja Física,8065.88
4143,592,46,2023-01-28,1,Loja Física,865.41
4144,804,84,2022-04-02,1,Loja Física,3713.39
4145,84,22,2024-01-19,4,Loja Física,12098.28
4146,365,60,2024-04-05,3,Loja Física,12101.31
4147,886,11,2022-04-15,4,Online,11442.56
4148,549,47,2022-04-16,2,Loja Física,6432.22
4149,342,31,2022-11-17,3,Online,12124.89
4150,839,77,2023-01-12,1,Loja Física,4416.77
4151,407,18,2024-06-21,1,Loja Física,2267.24
4152,425,22,2022-11-03,1,Online,30245.7
4153,744,56,2022-05-21,2,Loja Física,7835.2
4154,93,17,2023-01-27,1,Loja Física,3807.98
4155,848,38,2024-03-03,1,Loja Física,1928.3
4156,614,25,2024-04-12,3,Online,5326.02
4157,412,32,2024-02-11,2,Online,7207.98
4158,432,15,2024-06-14,1,Loja Física,2946.66
4159,678,13,2022-05-17,3,Online,13007.16
4160,159,58,2023-10-19,1,Loja Física,3528.23
4161,14,90,2023-11-25,3,Online,9452.67
4162,373,50,2022-05-27,1,Online,3555.18
4163,225,11,2022-03-12,2,Online,5721.28
4164,505,13,2023-06-28,4,Loja Física,17342.88
4165,73,97,2023-07-31,2,Online,9758.36
4166,249,50,2022-01-09,3,Loja Física,10665.54
4167,511,38,2023-09-17,1,Online,1928.3
4168,603,1,2023-10-28,2,Loja Física,3265.22
4169,216,39,2022-06-18,1,Loja Física,4714.29
4170,973,27,2023-03-27,2,Online,2274.04
4171,602,36,2022-12-26,3,Online,10219.35
4172,541,32,2024-01-10,4,Loja Física,14415.96
4173,947,41,2022-08-07,2,Loja Física,5103.52
4174,817,15,2023-10-06,1,Online,2946.66
4175,939,31,2024-02-06,1,Online,4041.63
4176,988,6,2022-06-05,1,Loja Física,3156.34
4177,220,89,2024-07-30,3,Loja Física,13491.27
4178,840,52,2023-02-26,3,Loja Física,10116.09
4179,727,82,2023-09-23,4,Loja Física,17767.44
4180,221,22,2023-12-05,1,Online,3024.57
4181,389,31,2023-03-30,4,Online,16166.52
4182,554,73,2024-05-30,1,Online,255.54
4183,647,46,2022-08-11,2,Online,1730.82
4184,42,67,2022-03-30,2,Online,2914.72
4185,676,97,2024-07-07,2,Online,9758.36
4186,873,91,2022-04-13,1,Loja Física,4869.57
4187,283,43,2022-05-24,2,Online,7031.94
4188,58,1,2024-02-10,1,Loja Física,1632.61
4189,814,44,2022-05-07,4,Online,13113.32
4190,834,57,2023-08-27,3,Online,9262.56
4191,537,9,2024-01-18,2,Loja Física,8403.78
4192,73,5,2023-01-29,1,Online,3845.33
4193,885,79,2022-12-26,1,Loja Física,3329.32
4194,923,9,2024-09-13,4,Loja Física,16807.56
4195,129,45,2023-03-16,4,Loja Física,5795.64
4196,599,92,2022-11-19,3,Online,7135.65
4197,842,77,2024-03-21,4,Loja Física,17667.08
4198,426,24,2022-05-24,3,Loja Física,13958.34
4199,948,74,2022-09-11,3,Loja Física,6523.02
4200,665,42,2022-10-11,4,Loja Física,13941.32
4201,694,22,2023-10-23,3,Loja Física,9073.71
4202,125,60,2022-03-28,2,Online,8067.54
4203,67,86,2022-09-12,3,Online,12098.82
4204,6,37,2023-07-21,1,Online,3419.9
4205,637,39,2023-09-08,1,Loja Física,4714.29
4206,314,84,2023-09-07,1,Online,3713.39
4207,326,74,2024-01-09,4,Online,8697.36
4208,565,74,2023-09-15,1,Loja Física,2174.34
4209,578,90,2022-10-19,4,Loja Física,12603.56
4210,826,89,2024-03-08,1,Online,4497.09
4211,506,53,2024-08-21,3,Online,12609.3
4212,82,28,2023-12-09,4,Online,19914.36
4213,599,77,2022-01-28,1,Loja Física,4416.77
4214,2,15,2024-05-18,3,Online,8839.98
4215,204,60,2024-05-17,4,Online,16135.08
4216,662,60,2023-11-06,3,Online,12101.31
4217,805,6,2024-06-15,3,Online,9469.02
4218,404,52,2022-11-05,3,Loja Física,10116.09
4219,103,12,2022-07-30,4,Online,12642.44
4220,536,19,2023-06-15,4,Loja Física,14265.0
4221,368,96,2023-09-14,2,Online,856.76
4222,212,75,2023-06-06,2,Loja Física,1028.74
4223,577,97,2022-07-13,2,Online,9758.36
4224,961,2,2024-02-05,2,Online,6612.56
4225,209,55,2023-02-06,4,Loja Física,775.24
4226,763,15,2022-10-30,2,Online,5893.32
4227,897,64,2023-10-24,1,Online,2069.25
4228,117,69,2022-02-25,2,Loja Física,5915.26
4229,628,15,2024-03-13,1,Loja Física,2946.66
4230,749,43,2024-07-08,1,Loja Física,3515.97
4231,478,74,2024-03-23,3,Online,6523.02
4232,105,17,2024-09-04,3,Online,11423.94
4233,495,98,2022-09-03,3,Loja Física,12309.51
4234,771,24,2023-05-22,2,Loja Física,9305.56
4235,46,74,2023-01-31,4,Loja Física,8697.36
4236,823,30,2022-04-26,1,Online,3282.59
4237,331,67,2022-09-04,4,Online,5829.44
4238,216,51,2023-05-27,4,Loja Física,9321.36
4239,982,60,2023-10-16,2,Loja Física,8067.54
4240,960,3,2023-09-01,4,Loja Física,4947.56
4241,492,5,2022-03-14,4,Loja Física,15381.32
4242,813,28,2023-06-25,3,Online,14935.77
4243,922,78,2024-06-29,3,Loja Física,13278.84
4244,845,11,2022-01-13,1,Loja Física,2860.64
4245,449,72,2023-01-05,1,Online,354.75
4246,536,72,2024-08-14,3,Loja Física,1064.25
4247,511,76,2022-11-21,2,Loja Física,6147.1
4248,458,15,2022-05-16,2,Online,5893.32
4249,547,83,2023-02-01,1,Loja Física,1063.6
4250,536,48,2024-05-31,3,Loja Física,9109.74
4251,540,46,2024-05-09,2,Loja Física,1730.82
4252,484,28,2023-08-06,4,Online,19914.36
4253,976,7,2023-03-07,1,Loja Física,3835.28
4254,1000,71,2023-01-10,1,Online,1839.13
4255,16,94,2023-07-14,4,Online,1622.92
4256,571,82,2023-12-01,4,Online,17767.44
4257,977,88,2022-06-26,1,Loja Física,247.13
4258,243,6,2024-02-21,4,Online,12625.36
4259,950,58,2023-04-28,2,Online,7056.46
4260,207,68,2024-09-04,1,Loja Física,4614.41
4261,912,55,2024-02-28,2,Online,387.62
4262,271,67,2022-03-16,1,Online,1457.36
4263,761,49,2022-01-18,2,Online,1957.68
4264,994,51,2023-08-25,3,Loja Física,6991.02
4265,779,59,2022-03-11,2,Online,8413.92
4266,705,6,2022-01-15,4,Online,12625.36
4267,847,90,2022-09-26,3,Loja Física,9452.67
4268,730,51,2022-08-09,1,Loja Física,2330.34
4269,115,38,2022-02-10,2,Online,3856.6
4270,580,11,2024-08-02,1,Loja Física,2860.64
4271,299,52,2022-03-03,3,Online,10116.09
4272,837,93,2024-08-29,4,Loja Física,17008.8
4273,483,20,2024-03-19,4,Online,8028.92
4274,397,10,2023-02-12,4,Loja Física,12542.72
4275,394,26,2023-06-03,1,Online,2685.62
4276,75,48,2022-10-21,4,Online,12146.32
4277,978,91,2023-10-06,4,Loja Física,19478.28
4278,482,14,2023-12-31,1,Loja Física,2975.99
4279,103,59,2023-05-29,1,Loja Física,4206.96
4280,297,12,2024-02-25,3,Loja Física,9481.83
4281,178,23,2023-03-02,4,Loja Física,18592.36
4282,215,85,2023-03-10,3,Online,4511.85
4283,967,72,2023-12-20,2,Online,709.5
4284,315,39,2023-02-16,2,Loja Física,9428.58
4285,39,9,2022-03-26,2,Online,8403.78
